,Alignment,Character,Combat,Durability,Full_name,Gender,IQ,Intelligence,Level,Omnipotent,Power,Speed,Speed_velocity,Strength,Strength_force,Tier,Universe
282,Bad,Anti-Monitor,50,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,8,AU
283,Bad,Anti-Monitor,50,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,8,AU
284,Neutral,Arbok,25,25,,,90,45,2,0,60,14,25,25,3000,1,Pokemon
285,Neutral,Arbok,50,50,,,120,60,3,0,70,80,290000000,30,80000,3,Pokemon
286,Neutral,Arbok,50,50,,,120,60,3,0,70,80,290000000,30,80000,3,Pokemon
287,Good,Arc,50,45,,Male,90,45,5,0,80,50,100000,100,1000000000,4,FF III
288,Good,Arc,50,45,,Male,90,45,5,0,80,50,100000,100,1000000000,4,FF III
289,Good,Arc,50,45,,Male,90,45,5,0,80,50,100000,100,1000000000,4,FF III
290,Bad,Albedo,85,100,Albedo,Male,190,95,5,0,85,100,1000000000,100,1000000000,6,Ben 10
291,Bad,Albedo,85,100,Albedo,Male,190,95,5,0,85,100,1000000000,100,1000000000,6,Ben 10
292,Bad,Albedo,85,100,Albedo,Male,190,95,5,0,85,100,1000000000,100,1000000000,6,Ben 10
293,,AncientGreymon,95,100,,,140,70,5,0,85,100,1000000000,100,1000000000,7,Digimon
294,,AncientGreymon,95,100,,,140,70,5,0,85,100,1000000000,100,1000000000,7,Digimon
295,,AncientGreymon,95,100,,,140,70,5,0,85,100,1000000000,100,1000000000,7,Digimon
296,Good,Atomix,90,100,,,150,75,5,0,100,100,999999999,100,1000000000,6,
297,Good,Atomix,90,100,,,150,75,5,0,100,100,1000000000,100,1000000000,7,
298,Good,Atomix,90,100,,,150,75,5,0,100,100,1000000000,100,1000000000,7,
299,Bad,"Atraxa, Praetors' Voice",80,30,,Female,140,70,3,0,60,25,150,35,130000,3,MtG
300,,Baal,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,WOD
301,,Baal,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,WOD
302,Bad,Baal (Lord Of Destruction),95,55,,-,190,95,5,0,90,100,1000000000,100,1000000000,6,Diablo
303,Bad,Baal (Lord Of Destruction),95,55,,-,190,95,5,0,90,100,1000000000,100,1000000000,6,Diablo
304,Bad,Baal (Lord Of Destruction),95,55,,-,190,95,5,0,90,100,1000000000,100,1000000000,6,Diablo
305,Bad,Alastor,30,50,,Male,160,80,3,0,85,6,10,25,1000,2,Hazbinverse
306,Bad,Alastor,30,50,,Male,160,80,3,0,85,6,10,25,1000,2,Hazbinverse
307,,Almalexia,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,TES
308,,Almalexia,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,TES
309,Bad,Battle Beast,85,60,,Male,120,60,3,0,80,100,1000000000,100,1000000000,4,Invincible
310,Bad,Battle Beast,85,60,,Male,120,60,3,0,80,100,1000000000,100,1000000000,4,Invincible
311,Bad,Battle Beast,85,60,,Male,120,60,3,0,80,100,1000000000,100,1000000000,4,Invincible
312,Bad,Battle Beast,85,55,,Male,100,50,3,0,40,95,810000000,100,1000000000,3,Amazon Invincible
313,Bad,Battle Beast,85,55,,Male,100,50,3,0,40,95,810000000,100,1000000000,3,Amazon Invincible
314,Bad,Battle Beast,85,55,,Male,100,50,3,0,40,95,810000000,100,1000000000,3,Amazon Invincible
315,,Ancient Of Days,80,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,SMT
316,,Ancient Of Days,80,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,SMT
317,Good,Ancient One,100,10,,Female,170,85,3,0,75,25,200,1,150,4,MCU
318,Good,Ancient One,100,10,,Female,170,85,3,0,75,25,200,1,150,4,MCU
319,Good,Ancient One,70,100,,Male,170,85,6,0,100,100,1000000000,100,1000000000,8,Earth-616
320,Good,Ancient One,70,100,,Male,170,85,6,0,100,100,1000000000,100,1000000000,8,Earth-616
321,,Ace Arn,40,40,,,150,75,3,0,65,50,20000,35,159999,5,DCAU
322,,Ace Arn,40,40,,,150,75,3,0,65,50,20000,35,159999,5,DCAU
323,Neutral,Agent Saito (Commander),50,7,,Female,100,50,1,0,20,1,8,1,125,1,SB
324,Neutral,Agent Saito (Commander),50,7,,Female,100,50,1,0,20,1,8,1,125,1,SB
325,,Anti-Man,85,100,,,160,80,5,0,100,100,1000000000,100,1000000000,6,Earth-616
326,Neutral,Anti-Man,85,100,,Male,160,80,6,0,100,100,1000000000,100,1000000000,7,Earth-616
327,Neutral,Anti-Man,85,100,,Male,160,80,6,0,100,100,1000000000,100,1000000000,7,Earth-616
328,Good,Anti-Man (Herald Of Galactus Life Bringer),95,100,Conner Sims,Male,200,100,6,0,100,100,1000000000,100,1000000000,8,Earth-616
329,Good,Anti-Man (Herald Of Galactus Life Bringer),95,100,Conner Sims,Male,200,100,6,0,100,100,1000000000,100,1000000000,8,Earth-616
330,Bad,Anti-Monitor,80,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,7,Arrowverse
331,Bad,Anti-Monitor,80,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,7,Arrowverse
332,,"Arthur Curry, Jr.",50,60,,,28,14,2,0,35,30,1715,1,104,3,TT
333,Good,Atreus,60,20,,Male,160,80,2,0,25,25,100,5,200,1,GoW
334,Good,Atreus,90,35,,Male,150,75,3,0,65,25,500,55,1000000,4,GoW
335,Good,Atreus,90,35,,Male,150,75,3,0,65,25,500,55,1000000,4,GoW
336,Bad,Atrocitus,70,100,Atrocitus,Male,180,90,5,0,100,100,1000000000,100,1000000000,6,Prime Earth
337,Bad,Atrocitus,70,100,Atrocitus,Male,180,90,6,0,100,100,1000000000,100,1000000000,7,Prime Earth
338,Bad,Baron Strucker,70,15,,Male,140,70,2,0,35,17,30,25,1000,1,Earth-616
339,Bad,Baron Strucker,70,15,,Male,140,70,2,0,35,17,30,25,1000,1,Earth-616
340,Good,Atomic X,95,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,7,Ben 10
341,Good,Atomic X,95,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,7,Ben 10
342,Good,B.O.B.,10,50,,-,10,5,2,0,70,25,50,25,5000,2,MVsA
343,Good,B.O.B.,10,50,,-,10,5,2,0,70,25,50,25,5000,2,MVsA
344,,Alani,60,50,,,110,55,3,0,65,25,50,1,120,4,
345,,Alani,60,50,,,110,55,3,0,65,25,50,1,120,4,
346,,Alani,60,50,,,110,55,3,0,65,25,50,1,120,4,
347,Bad,Ancalagon,50,90,,Male,150,75,4,0,95,100,1000000000,100,1000000000,5,
348,Bad,Ancalagon,50,90,,Male,150,75,5,0,95,100,1000000000,100,1000000000,5,
349,Bad,Ancalagon,50,90,,Male,150,75,5,0,95,100,1000000000,100,1000000000,5,
350,Bad,Ancano,50,50,,Male,141,70,3,0,100,55,21212111,80,212121212,6,TES
351,Bad,Ancano,50,50,,Male,141,70,3,0,100,55,21212111,80,212121212,6,TES
352,Bad,Ancano,50,50,,Male,141,70,3,0,100,55,21212111,80,212121212,6,TES
353,Neutral,Ace,20,5,,Female,110,55,2,0,60,25,50,25,10000,2,DCAU
354,Neutral,Ace,20,5,,Female,110,55,3,0,60,25,50,25,10000,2,DCAU
355,Neutral,Agent Of Source Wall,100,100,,Other,200,100,6,0,100,100,1000000000,100,1000000000,9,Prime Earth
356,Neutral,Agent Of Source Wall,100,100,,Other,200,100,6,0,100,100,1000000000,100,1000000000,9,Prime Earth
357,Good,Araquel,100,100,Araquel,Male,200,100,6,0,100,100,1000000000,100,1000000000,9,Vertigo
358,Good,Araquel,100,100,Araquel,Male,200,100,6,0,100,100,1000000000,100,1000000000,9,Vertigo
359,Bad,Baron Nashor,50,55,,Male,80,40,3,0,80,14,25,75,100000000,4,League Of Legends
360,Bad,Baron Nashor,50,55,,Male,80,40,3,0,80,14,25,75,100000000,4,League Of Legends
361,Bad,Baron Nashor,50,55,,Male,80,40,3,0,80,14,25,75,100000000,4,League Of Legends
362,Bad,Artemis Entreri (Forgotten Realms),100,60,,Male,160,80,2,0,40,25,50,1,190,1,
363,Bad,Artemis Entreri (Forgotten Realms),100,60,,Male,160,80,2,0,40,25,50,1,190,1,
364,Bad,Artemis Entreri (Forgotten Realms),100,60,,Male,160,80,2,0,40,25,50,1,190,1,
365,Good,Atomic Samurai,100,25,,Male,140,70,2,0,30,50,3000000,25,1000,2,OPM
366,Good,Atomic Samurai,100,25,,Male,140,70,2,0,30,50,3000000,25,1000,2,OPM
367,,Atomic Skull,70,35,,,120,60,3,0,60,25,200,75,20000000,4,Young Justice
368,,Atomic Skull,70,35,,,120,60,3,0,60,25,200,75,20000000,4,Young Justice
369,Bad,Alan Sylvasta,70,35,,Male,150,75,2,0,70,25,895,30,50000,2,BNAU
370,Bad,Alan Sylvasta,70,35,,Male,150,75,2,0,70,25,895,30,50000,2,BNAU
371,Bad,Alan Sylvasta,70,35,,Male,150,75,2,0,70,25,895,30,50000,2,BNAU
372,Good,Allura In-Ze,60,85,,Female,170,85,4,0,95,95,830000000,100,1000000000,6,Pre-Crisis
373,Good,Allura In-Ze,60,85,,Female,170,85,4,0,95,95,830000000,100,1000000000,6,Pre-Crisis
374,,Anath,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,WOD
375,,Anath,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,WOD
376,Good,Acacius,100,95,,Male,189,95,5,0,95,100,1000000000,100,1000000000,6,Creepypasta
377,Good,Acacius,25,30,,Male,120,60,2,0,40,50,100000,5,200,1,Creepypasta
378,Good,Accelerator,10,100,,Male,190,95,6,0,100,100,1000000000,100,1000000000,8,Toaru Universe
379,Good,Accelerator,20,100,,Male,190,95,5,0,90,55,14989621,100,1000000000,4,Toaru Universe
380,Good,Accelerator,20,100,,Male,190,95,5,0,90,55,14989621,100,1000000000,4,Toaru Universe
381,Neutral,Anti Null,40,100,,Other,180,90,6,0,100,100,1000000000,100,1000000000,7,MC
382,Neutral,Anti Null,40,100,,Other,180,90,6,0,100,100,1000000000,100,1000000000,7,MC
383,Neutral,Anti Null,40,100,,Other,180,90,6,0,100,100,1000000000,100,1000000000,7,MC
384,Neutral,Allosaurus,30,10,,,70,35,1,0,10,9,16,25,2000,1,Jurassic Park
385,Neutral,Allosaurus,30,10,,,70,35,1,0,10,9,16,25,2000,1,Jurassic Park
386,Bad,Batroc The Leaper,80,10,Georges Batroc,Male,130,65,1,0,10,13,23,5,200,1,MCU
387,Bad,Batroc The Leaper,80,10,Georges Batroc,Male,130,65,1,0,10,13,23,5,200,1,MCU
388,Bad,Anastasia Ainsworth,50,10,,Female,150,75,2,0,20,6,10,25,1000,1,AB
389,Bad,Anastasia Ainsworth,50,10,,Female,150,75,2,0,20,6,10,25,1000,1,AB
390,Bad,Anastasia Ainsworth,50,10,,Female,150,75,2,0,20,6,10,25,1000,1,AB
391,Good,Anthony Stark (Third A.I.),70,35,,Male,180,90,2,0,65,25,350,25,20000,2,
392,Good,Anthony Stark (Third A.I.),70,35,,Male,180,90,2,0,65,25,350,25,20000,2,
393,Good,Anthony Stark (Third A.I.),70,35,,Male,180,90,2,0,65,25,350,25,20000,2,
394,,Anthropomorpho,20,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,Earth-616
395,,Anthropomorpho,20,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,Earth-616
396,Bad,Batroc,95,15,Georges Batroc,Male,130,65,1,0,15,25,70,20,800,1,Earth-616
397,Bad,Batroc,95,15,Georges Batroc,Male,130,65,1,0,15,25,70,20,800,1,Earth-616
398,Neutral,Abyss (Ex Nihilo),30,55,,Female,135,70,2,0,60,5,9,1,120,3,Earth-616
399,Neutral,Abyss (Ex Nihilo),30,55,,Female,135,70,2,0,60,5,9,1,120,3,Earth-616
400,Bad,Abyss Watchers,60,70,,Male,98,50,2,0,50,50,12121,50,601011,3,Dark Souls Universe
401,Bad,Abyss Watchers,60,70,,Male,98,50,2,0,50,50,12121,50,601011,3,Dark Souls Universe
402,Bad,Anthony Haden-Scott (EVO Form),40,40,,Male,110,55,2,0,65,9,16,5,200,3,Generator Rex
403,Bad,Anthony Haden-Scott (EVO Form),40,40,,Male,110,55,2,0,65,9,16,5,200,3,Generator Rex
404,Bad,Anthony Haden-Scott (EVO Form),40,40,,Male,110,55,2,0,65,9,16,5,200,3,Generator Rex
405,Good,Araji,70,60,,Male,130,65,3,0,50,55,18008200,90,581680000,4,Hero Wars Verse
406,Good,Araji,70,60,,Male,130,65,3,0,50,55,18008200,90,581680000,4,Hero Wars Verse
407,Good,Araji,70,60,,Male,130,65,3,0,50,55,18008200,90,581680000,4,Hero Wars Verse
408,,Arak,100,100,,,130,65,6,0,100,100,1000000000,100,1000000000,7,DB
409,,Arak,100,100,,,130,65,6,0,100,100,1000000000,100,1000000000,7,DB
410,,Arak,100,100,,,130,65,6,0,100,100,1000000000,100,1000000000,7,DB
411,Neutral,Arakko,10,55,,,160,80,3,0,60,20,36,100,1000000000,4,
412,Neutral,Arakko,10,55,,,160,80,3,0,60,20,36,100,1000000000,4,
413,Bad,Baron Mordo,75,30,,Male,140,70,2,0,70,25,100,30,80000,3,MCU
414,Bad,Baron Mordo,75,30,,Male,140,70,3,0,70,25,100,30,80000,3,MCU
415,,Artemis,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,SMT
416,,Artemis,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,SMT
417,Good,Ant-Venom,75,30,,Male,120,60,2,0,60,25,60,50,500000,2,
418,Good,Ant-Venom,75,30,,Male,120,60,2,0,60,25,60,50,500000,2,
419,Good,Ant-Venom,75,30,,Male,120,60,2,0,60,25,60,50,500000,2,
420,Neutral,Aragog,5,20,,-,120,60,1,0,5,17,30,50,385553,2,
421,Neutral,Aragog,5,20,,-,120,60,1,0,5,17,30,50,385553,2,
422,Neutral,Aragog,5,20,,-,120,60,1,0,5,17,30,50,385553,2,
423,Good,Artemis,95,30,,Female,140,70,2,0,40,35,3830,25,7000,3,Hero Wars Verse
424,Good,Artemis,95,30,,Female,140,70,2,0,40,35,3830,25,7000,3,Hero Wars Verse
425,Good,Atom Smasher,45,55,Albert Julian Rothstein,Male,120,60,2,0,60,25,100,75,8000000,3,Prime Earth
426,Good,Atom Smasher,45,55,Albert Julian Rothstein,Male,120,60,2,0,60,25,100,75,8000000,3,Prime Earth
427,Good,Anakin Skywalker,90,25,Anakin Skywalker,Male,150,75,3,0,65,25,50,35,160000,2,Star Wars
428,Good,Anakin Skywalker,100,45,Anakin Skywalker,Male,170,85,4,0,85,85,450000000,50,400000,5,Star Wars
429,Good,Anakin Skywalker,100,60,Anakin Skywalker,Male,110,55,5,0,75,50,1000000,25,30000,6,SWL
430,Good,Anakin Skywalker,100,60,Anakin Skywalker,Male,110,55,5,0,75,50,1000000,25,30000,6,SWL
431,,Abu Llaf,95,100,,,190,95,6,0,100,100,1000000000,100,1000000000,8,WOD
432,,Abu Llaf,95,100,,,190,95,6,0,100,100,1000000000,100,1000000000,8,WOD
433,,Abu Llaf,95,100,,,190,95,6,0,100,100,1000000000,100,1000000000,8,WOD
434,Good,Agent Greta III,60,10,Victoria Dunwoody,Female,110,55,1,0,5,6,10,1,100,1,Chuck
435,Good,Agent Greta III,60,10,Victoria Dunwoody,Female,110,55,1,0,5,6,10,1,100,1,Chuck
436,Good,Agent Greta IV,65,10,,Female,120,60,1,0,5,6,10,1,125,1,Chuck
437,Neutral,Baron Draxum,100,55,,Male,170,85,3,0,65,50,20000,65,2500000,4,Rise Of The TMNT
438,Neutral,Baron Draxum,100,55,,Male,170,85,3,0,65,50,20000,65,2500000,4,Rise Of The TMNT
439,Neutral,Baron Draxum,100,55,,Male,170,85,3,0,65,50,20000,65,2500000,4,Rise Of The TMNT
440,Bad,Baron Dreadbane,80,85,Reginald Bane,Male,185,95,3,0,85,50,6985296,75,9085969,6,Mysticons
441,Bad,Baron Dreadbane,80,85,Reginald Bane,Male,185,95,3,0,85,50,6985296,75,9085969,6,Mysticons
442,,Artemis,80,10,,,130,65,1,0,15,6,10,1,150,1,Young Justice
443,,Artemis,80,10,,,130,65,1,0,15,6,10,1,150,1,Young Justice
444,Good,Atom Eve,30,50,,Female,145,75,3,0,85,25,1000,1,125,4,Invincible
445,Good,Atom Eve,30,50,,Female,145,75,3,0,85,25,1000,1,125,4,Invincible
446,,Alakazam,75,90,,,195,100,3,0,85,50,343000,25,25000,4,Pokemon
447,,Alakazam,75,90,,,195,100,3,0,85,50,343000,25,25000,4,Pokemon
448,,Alakazam,75,90,,,195,100,3,0,85,50,343000,25,25000,4,Pokemon
449,Good,Alan Albright,60,35,,Male,130,65,2,0,30,30,2000,30,85000,2,Ben 10
450,Good,Alan Albright,60,35,,Male,130,65,2,0,30,30,2000,30,85000,2,Ben 10
451,Bad,Baron Blade,50,35,Ivan Grigori Ramonat,Male,180,90,2,0,40,11,20,35,200000,2,SotM
452,Bad,Baron Blade,50,35,Ivan Grigori Ramonat,Male,180,90,2,0,40,11,20,35,200000,2,SotM
453,Good,Ōetsu Nimaiya,80,40,,Male,130,65,3,0,50,35,5000,50,500000,4,Bleach
454,Good,Ōetsu Nimaiya,80,40,,Male,130,65,3,0,50,35,5000,50,500000,4,Bleach
455,Good,Ōetsu Nimaiya,80,40,,Male,130,65,3,0,50,35,5000,50,500000,4,Bleach
456,Bad,Allen O'Neil,100,60,Allen O'Neil,Male,169,85,3,0,12,25,43,100,1000000000,3,MS
457,Bad,Allen O'Neil,100,60,Allen O'Neil,Male,169,85,3,0,12,25,43,100,1000000000,3,MS
458,Bad,Allen O'Neil,100,60,Allen O'Neil,Male,169,85,3,0,12,25,43,100,1000000000,3,MS
459,Good,Allen Walker,90,40,,Male,110,55,3,0,80,50,11662,55,1000000,2,D.Gray-man
460,Good,Allen Walker,90,40,,Male,110,55,2,0,80,50,11662,55,1000000,2,D.Gray-man
461,Good,Allen Walker,90,40,,Male,110,55,2,0,80,50,11662,55,1000000,2,D.Gray-man
462,Bad,Batman The Silenced,100,20,,Male,180,90,2,0,25,25,100,25,1000,1,DM
463,Bad,Batman The Silenced,100,20,,Male,180,90,2,0,25,25,100,25,1000,1,DM
464,Bad,Batman Who Frags,100,100,,Male,180,90,5,0,85,90,640000000,100,1000000000,6,DM
465,Bad,Batman Who Frags,100,100,,Male,180,90,5,0,85,90,640000000,100,1000000000,6,DM
466,Good,Artemis,100,50,Artemis Of Bana-Mighdall,Female,145,75,3,0,70,25,400,50,400000,4,Prime Earth
467,Good,Artemis,100,50,Artemis Of Bana-Mighdall,Female,145,75,3,0,70,25,400,50,400000,4,Prime Earth
468,,Azzhora-Tha,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,
469,,Azzhora-Tha,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,
470,,Azzhora-Tha,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,
471,Good,Allegra Garcia,65,10,,Female,120,60,2,0,50,7,12,1,150,1,Arrowverse
472,Good,Allegra Garcia,65,10,,Female,120,60,2,0,50,7,12,1,150,1,Arrowverse
473,Good,Allen,100,55,,Male,140,70,3,0,40,80,262000000,100,1000000000,4,Invincible
474,Good,Allen,100,55,,Male,140,70,3,0,40,80,262000000,100,1000000000,4,Invincible
475,Good,Allen,100,55,,Male,140,70,3,0,40,80,262000000,100,1000000000,4,Invincible
476,Good,Batman (Superman's Powers),100,100,,Male,190,95,5,0,100,100,1000000000,100,1000000000,6,Prime Earth
477,Good,Batman (Superman's Powers),100,100,,Male,190,95,5,0,100,100,1000000000,100,1000000000,6,Prime Earth
478,Good,Batman (Superman's Powers),100,100,,Male,190,95,5,0,100,100,1000000000,100,1000000000,6,Prime Earth
479,-,Batman (The Batman tv series),100,10,,-,170,85,1,0,10,19,34,25,1000,1,
480,-,Batman (The Batman tv series),100,10,,-,170,85,1,0,10,19,34,25,1000,1,
481,-,Batman (The Batman tv series),100,10,,-,170,85,1,0,10,19,34,25,1000,1,
482,Good,Anais Watterson,75,35,Anais Errrrrr Watterson,Female,200,100,5,0,90,20,36,95,900000000,6,Gumball
483,Good,Anais Watterson,75,35,Anais Errrrrr Watterson,Female,200,100,5,0,90,20,36,95,900000000,6,Gumball
484,,Anakin (Ghost),65,100,,,100,50,2,0,65,5,9,10,400,3,LEGO Star Wars
485,,Anakin (Ghost),65,100,,,100,50,2,0,65,5,9,10,400,3,LEGO Star Wars
486,Good,Agent Greta I,65,10,,Female,120,60,1,0,5,6,10,1,150,1,Chuck
487,Good,Agent Greta II,60,10,Richard Noble,Male,110,55,1,0,5,6,10,1,150,1,Chuck
488,Good,Agent Greta II,60,10,Richard Noble,Male,110,55,1,0,5,6,10,1,150,1,Chuck
489,Bad,Arachne Gorgon,60,35,,Female,130,65,2,0,65,50,17142,20,800,2,Soul Eater
490,Bad,Arachne Gorgon,60,35,,Female,130,65,2,0,65,50,17142,20,800,2,Soul Eater
491,Bad,Arachne Gorgon,60,35,,Female,130,65,2,0,65,50,17142,20,800,2,Soul Eater
492,,Azura,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,TES
493,,Azura,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,TES
494,,Allegra,35,35,,,120,60,2,0,50,15,27,25,2000,1,JBU
495,,Allegra,35,35,,,120,60,2,0,50,15,27,25,2000,1,JBU
496,,Allegra,35,35,,,120,60,2,0,50,15,27,25,2000,1,JBU
497,Bad,Batman (Mobius Chair),70,30,,Male,165,85,2,0,55,17,30,1,150,2,DCUAOM
498,Bad,Batman (Mobius Chair),70,30,,Male,165,85,2,0,55,17,30,1,150,2,DCUAOM
499,Good,Batman (Stealth Suit),100,30,,Male,180,90,2,0,20,25,244,30,88779,2,Prime Earth
500,Good,Batman (Stealth Suit),100,30,,Male,180,90,2,0,20,25,244,30,88779,2,Prime Earth
501,Neutral,Arachne,85,30,Arachne Zenth-ar,Female,130,65,2,0,40,35,4200,25,1875,3,Hero Wars Verse
502,Neutral,Arachne,85,30,Arachne Zenth-ar,Female,130,65,2,0,40,35,4200,25,1875,3,Hero Wars Verse
503,Neutral,Arachne,85,30,Arachne Zenth-ar,Female,130,65,2,0,40,35,4200,25,1875,3,Hero Wars Verse
504,Good,Batman (Final Batsuit),100,100,Bruce Wayne,Male,180,90,6,0,100,100,1000000000,100,1000000000,8,Prime Earth
505,Good,Batman (Final Batsuit),100,100,Bruce Wayne,Male,180,90,6,0,100,100,1000000000,100,1000000000,9,Prime Earth
506,Good,Batman (Final Batsuit),100,100,Bruce Wayne,Male,180,90,6,0,100,100,1000000000,100,1000000000,9,Prime Earth
507,-,Batman (Justice League Action),100,10,,-,170,85,2,0,15,19,34,8,300,1,
508,-,Batman (Justice League Action),100,10,,-,170,85,2,0,15,19,34,8,300,1,
509,-,Batman (Justice League Action),100,10,,-,170,85,2,0,15,19,34,8,300,1,
510,Good,Absolute Zero,60,30,,Male,120,60,2,0,60,14,25,25,1000,2,SotM
511,Good,Absolute Zero,60,30,,Male,120,60,2,0,60,14,25,25,1000,2,SotM
512,Bad,Absorbing Man,55,100,Carl Creel,Male,100,50,3,0,70,11,20,100,1000000000,3,Earth-616
513,Bad,Absorbing Man,55,100,Carl Creel,Male,100,50,3,0,70,11,20,100,1000000000,3,Earth-616
514,,Agent Chase,70,12,,,140,70,1,0,15,6,10,5,200,1,
515,,Agent Chase,70,12,,,140,70,1,0,15,6,10,5,200,1,
516,Good,Agent Coulson,40,5,,Male,120,60,1,0,10,1,6,1,100,1,MCU
517,Good,Agent Coulson,40,5,,Male,120,60,1,0,10,1,6,1,100,1,MCU
518,Good,Arachne,50,50,Julia Eugenia Cornwall Carpenter,Female,110,55,2,0,60,25,100,60,1500000,1,Earth-616
519,Good,Arachne,50,50,Julia Eugenia Cornwall Carpenter,Female,110,55,2,0,60,25,100,60,1500000,1,Earth-616
520,Good,Arachne,50,50,Julia Eugenia Cornwall Carpenter,Female,110,55,2,0,60,25,100,60,1500000,1,Earth-616
521,Good,Barney Ross,80,10,,Male,140,70,1,0,20,15,27,5,200,1,Expendables
522,Good,Barney Ross,80,10,,Male,140,70,1,0,20,15,27,5,200,1,Expendables
523,Good,Barney Ross,80,10,,Male,140,70,1,0,20,15,27,5,200,1,Expendables
524,Good,Batman (2022),85,15,,Male,150,75,1,0,20,8,15,6,250,1,DCEU
525,Good,Batman (2022),85,15,,Male,150,75,1,0,20,8,15,6,250,1,DCEU
526,,An'ggrath The Unbound,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,
527,,Absimiliard,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,WOD
528,,Absimiliard,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,WOD
529,-,Arstron,40,35,,,90,45,2,0,50,25,100,75,35000000,3,USU
530,-,Arstron,40,35,,,90,45,2,0,50,25,100,75,35000000,3,USU
531,Good,Atom,40,30,Albert Pratt,Male,170,85,2,0,50,25,200,30,80000,2,Prime Earth
532,Good,Atom,40,30,Albert Pratt,Male,170,85,2,0,50,25,200,30,80000,2,Prime Earth
533,Good,Atom,40,30,Raymon Carson Palmer,Male,165,85,2,0,60,25,1029,25,20000,1,Arrowverse
534,Good,Atom,40,30,Raymon Carson Palmer,Male,165,85,2,0,60,25,1029,25,20000,1,Arrowverse
535,Bad,Akuma,100,40,,Male,100,50,3,0,100,25,100,75,10000000,3,Street Fighter
536,Bad,Akuma,100,40,,Male,100,50,3,0,100,25,100,75,10000000,3,Street Fighter
537,Bad,Akuma,100,40,,Male,100,50,3,0,100,25,100,75,10000000,3,Street Fighter
538,Good,Batman (Battle-Suit),65,13,Bruce Wayne,Male,170,85,1,0,20,25,171,13,500,1,DCEU
539,Good,Batman (Battle-Suit),65,13,Bruce Wayne,Male,170,85,1,0,20,25,171,13,500,1,DCEU
540,Good,Ant-Man,55,20,Henry Jonathan Pym,Male,190,95,1,0,35,25,100,6,250,1,Earth-616
541,Good,Ant-Man,55,20,Henry Jonathan Pym,Male,190,95,1,0,35,25,100,6,250,1,Earth-616
542,Good,Ant-Man,40,15,Scott Edward Harris Lang,Male,130,65,1,0,35,8,15,25,1000,1,MCU
543,Good,Ant-Man,40,15,Scott Edward Harris Lang,Male,130,65,1,0,35,8,15,25,1000,1,MCU
544,Bad,Barlowe,100,90,Barlowe,Male,189,95,6,0,95,95,800000000,95,800000000,6,Castlevania
545,Bad,Barlowe,100,90,Barlowe,Male,189,95,6,0,95,100,1000000000,100,1000000000,7,Castlevania
546,,Atleza,20,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,Earth-616
547,,Atleza,20,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,Earth-616
548,,Atleza,20,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,Earth-616
549,Good,Atli,85,70,,Female,140,70,3,0,85,90,700000000,100,1000000000,5,Earth-616
550,Good,Atli,85,70,,Female,140,70,3,0,85,90,700000000,100,1000000000,5,Earth-616
551,Good,Atli,85,70,,Female,140,70,3,0,85,90,700000000,100,1000000000,5,Earth-616
552,Good,Azulongmon,90,100,,Other,160,80,6,0,100,100,1000000000,100,1000000000,7,Digimon
553,Good,Azulongmon,90,100,,Other,160,80,6,0,100,100,1000000000,100,1000000000,7,Digimon
554,Good,Azulongmon,90,100,,Other,160,80,6,0,100,100,1000000000,100,1000000000,7,Digimon
555,Good,Akshan,65,10,,Male,110,55,2,0,25,7,13,5,200,1,League Of Legends
556,Good,Akshan,65,10,,Male,110,55,2,0,25,7,13,5,200,1,League Of Legends
557,Good,Akshan,65,10,,Male,110,55,2,0,25,7,13,5,200,1,League Of Legends
